MES/AÑO,TIPO CLIENTES,PRODUCTO,% TIENDAS IMPACTADAS
202004,CLIENTES GRANDES,A25,82
202004,CLIENTES PEQUEÑOS,A1,47
202004,CLIENTES PEQUEÑOS,A2,30
202004,CLIENTES PEQUEÑOS,A3,23
202004,CLIENTES PEQUEÑOS,A4,65
202004,CLIENTES PEQUEÑOS,A5,30
202004,CLIENTES PEQUEÑOS,A6,3
202004,CLIENTES PEQUEÑOS,A7,2
202004,CLIENTES PEQUEÑOS,A8,27
202004,CLIENTES PEQUEÑOS,A9,31
202004,CLIENTES PEQUEÑOS,A10,29
202004,CLIENTES PEQUEÑOS,A11,32
202004,CLIENTES PEQUEÑOS,A14,31
202004,CLIENTES PEQUEÑOS,A15,6
202004,CLIENTES PEQUEÑOS,A16,5
202004,CLIENTES PEQUEÑOS,A17,10
202004,CLIENTES PEQUEÑOS,A18,84
202004,CLIENTES PEQUEÑOS,A19,65
202004,CLIENTES PEQUEÑOS,A20,61
202004,CLIENTES PEQUEÑOS,A21,66
202004,CLIENTES PEQUEÑOS,A22,37
202004,CLIENTES PEQUEÑOS,A23,74
202004,CLIENTES PEQUEÑOS,A25,22
202005,CLIENTES GRANDES,A1,91
202005,CLIENTES GRANDES,A2,100
202005,CLIENTES GRANDES,A3,83
202005,CLIENTES GRANDES,A4,100
202005,CLIENTES GRANDES,A5,100
202005,CLIENTES GRANDES,A6,92
202005,CLIENTES GRANDES,A7,82
202005,CLIENTES GRANDES,A8,100
202005,CLIENTES GRANDES,A9,84
202005,CLIENTES GRANDES,A10,95
202005,CLIENTES GRANDES,A11,87
202005,CLIENTES GRANDES,A12,91
202005,CLIENTES GRANDES,A13,91
202005,CLIENTES GRANDES,A14,84
202005,CLIENTES GRANDES,A15,85
202005,CLIENTES GRANDES,A16,78
202005,CLIENTES GRANDES,A17,83
202005,CLIENTES GRANDES,A18,89
202005,CLIENTES GRANDES,A19,99
202005,CLIENTES GRANDES,A20,100
202005,CLIENTES GRANDES,A21,92
202005,CLIENTES GRANDES,A22,93
202005,CLIENTES GRANDES,A23,100
202005,CLIENTES GRANDES,A24,86
202005,CLIENTES GRANDES,A26,60
202005,CLIENTES GRANDES,A25,81
202005,CLIENTES PEQUEÑOS,A1,47
202005,CLIENTES PEQUEÑOS,A2,30
202005,CLIENTES PEQUEÑOS,A3,24
202005,CLIENTES PEQUEÑOS,A4,65
202005,CLIENTES PEQUEÑOS,A5,29
202005,CLIENTES PEQUEÑOS,A6,3
202005,CLIENTES PEQUEÑOS,A7,3
202005,CLIENTES PEQUEÑOS,A8,27
202005,CLIENTES PEQUEÑOS,A9,30
202005,CLIENTES PEQUEÑOS,A10,29
202005,CLIENTES PEQUEÑOS,A11,30
202005,CLIENTES PEQUEÑOS,A14,29
202005,CLIENTES PEQUEÑOS,A15,6
202005,CLIENTES PEQUEÑOS,A16,5
202005,CLIENTES PEQUEÑOS,A17,10
202005,CLIENTES PEQUEÑOS,A18,84
202005,CLIENTES PEQUEÑOS,A19,64
202005,CLIENTES PEQUEÑOS,A20,58
202005,CLIENTES PEQUEÑOS,A21,65
202005,CLIENTES PEQUEÑOS,A22,36
202005,CLIENTES PEQUEÑOS,A23,72
202005,CLIENTES PEQUEÑOS,A25,23
202006,CLIENTES GRANDES,A1,91
202006,CLIENTES GRANDES,A2,100
202006,CLIENTES GRANDES,A3,82
202006,CLIENTES GRANDES,A4,100
202006,CLIENTES GRANDES,A5,100
202006,CLIENTES GRANDES,A6,92
202006,CLIENTES GRANDES,A7,81
202006,CLIENTES GRANDES,A8,100
202006,CLIENTES GRANDES,A9,83
202006,CLIENTES GRANDES,A10,94
202006,CLIENTES GRANDES,A11,86
202006,CLIENTES GRANDES,A12,90
202006,CLIENTES GRANDES,A13,90
202006,CLIENTES GRANDES,A14,86
202006,CLIENTES GRANDES,A15,84
202006,CLIENTES GRANDES,A16,78
202006,CLIENTES GRANDES,A17,82
202006,CLIENTES GRANDES,A18,89
202006,CLIENTES GRANDES,A19,100
202006,CLIENTES GRANDES,A20,100
202006,CLIENTES GRANDES,A21,91
202006,CLIENTES GRANDES,A22,95
202006,CLIENTES GRANDES,A23,100
202006,CLIENTES GRANDES,A24,85
202006,CLIENTES GRANDES,A26,61
202006,CLIENTES GRANDES,A25,64
202006,CLIENTES PEQUEÑOS,A1,45
202006,CLIENTES PEQUEÑOS,A2,28
202006,CLIENTES PEQUEÑOS,A3,23
202006,CLIENTES PEQUEÑOS,A4,62
202006,CLIENTES PEQUEÑOS,A5,29
202006,CLIENTES PEQUEÑOS,A6,4
202006,CLIENTES PEQUEÑOS,A7,4
202006,CLIENTES PEQUEÑOS,A8,25
202006,CLIENTES PEQUEÑOS,A9,30
202006,CLIENTES PEQUEÑOS,A10,26
202006,CLIENTES PEQUEÑOS,A11,30
202006,CLIENTES PEQUEÑOS,A14,30
202006,CLIENTES PEQUEÑOS,A15,5
202006,CLIENTES PEQUEÑOS,A16,4
202006,CLIENTES PEQUEÑOS,A17,9
202006,CLIENTES PEQUEÑOS,A18,83
202006,CLIENTES PEQUEÑOS,A19,63
202006,CLIENTES PEQUEÑOS,A20,57
202006,CLIENTES PEQUEÑOS,A21,63
202006,CLIENTES PEQUEÑOS,A22,33
202006,CLIENTES PEQUEÑOS,A23,70
202006,CLIENTES PEQUEÑOS,A25,21
