MES/AÑO,TIPO CLIENTES,PRODUCTO,INVERSION
202001,CLIENTES GRANDES,A26,0.3798
202001,CLIENTES GRANDES,A25,0.3863
202001,CLIENTES PEQUEÑOS,A1,0.2578
202001,CLIENTES PEQUEÑOS,A2,0.5127
202001,CLIENTES PEQUEÑOS,A3,0.1848
202001,CLIENTES PEQUEÑOS,A4,0.3935
202001,CLIENTES PEQUEÑOS,A5,0.2931
202001,CLIENTES PEQUEÑOS,A6,0.216
202001,CLIENTES PEQUEÑOS,A7,0.3074
202001,CLIENTES PEQUEÑOS,A8,0.2524
202001,CLIENTES PEQUEÑOS,A9,0.2971
202001,CLIENTES PEQUEÑOS,A10,0.2853
202001,CLIENTES PEQUEÑOS,A11,0.3949
202001,CLIENTES PEQUEÑOS,A14,0.5194
202001,CLIENTES PEQUEÑOS,A15,0.2265
202001,CLIENTES PEQUEÑOS,A16,0.1632
202001,CLIENTES PEQUEÑOS,A17,0.2312
202001,CLIENTES PEQUEÑOS,A18,0.2727
202001,CLIENTES PEQUEÑOS,A19,0.378
202001,CLIENTES PEQUEÑOS,A20,0.4431
202001,CLIENTES PEQUEÑOS,A21,0.3312
202001,CLIENTES PEQUEÑOS,A22,0.2045
202001,CLIENTES PEQUEÑOS,A23,0.4728
202001,CLIENTES PEQUEÑOS,A25,0.3863
202002,CLIENTES GRANDES,A1,0.2566
202002,CLIENTES GRANDES,A2,0.3424
202002,CLIENTES GRANDES,A3,0.1667
202002,CLIENTES GRANDES,A4,0.2687
202002,CLIENTES GRANDES,A5,0.2484
202002,CLIENTES GRANDES,A6,0.2236
202002,CLIENTES GRANDES,A7,0.2308
202002,CLIENTES GRANDES,A8,0.2906
202002,CLIENTES GRANDES,A9,0.3081
202002,CLIENTES GRANDES,A10,0.267
202002,CLIENTES GRANDES,A11,0.3567
202002,CLIENTES GRANDES,A12,0.215
202002,CLIENTES GRANDES,A13,0.221
202002,CLIENTES GRANDES,A14,0.4591
202002,CLIENTES GRANDES,A15,0.227
202002,CLIENTES GRANDES,A16,0.1275
202002,CLIENTES GRANDES,A17,0.2326
202002,CLIENTES GRANDES,A18,0.2186
202002,CLIENTES GRANDES,A19,0.2942
202002,CLIENTES GRANDES,A20,0.3614
202002,CLIENTES GRANDES,A21,0.2693
202002,CLIENTES GRANDES,A22,0.1965
202002,CLIENTES GRANDES,A23,0.3716
202002,CLIENTES GRANDES,A24,0.426
202002,CLIENTES GRANDES,A26,0.2606
202002,CLIENTES GRANDES,A25,0.525
202002,CLIENTES PEQUEÑOS,A1,0.2566
202002,CLIENTES PEQUEÑOS,A2,0.3424
202002,CLIENTES PEQUEÑOS,A3,0.1667
202002,CLIENTES PEQUEÑOS,A4,0.2687
202002,CLIENTES PEQUEÑOS,A5,0.2484
202002,CLIENTES PEQUEÑOS,A6,0.2236
202002,CLIENTES PEQUEÑOS,A7,0.2308
202002,CLIENTES PEQUEÑOS,A8,0.2906
202002,CLIENTES PEQUEÑOS,A9,0.3081
202002,CLIENTES PEQUEÑOS,A10,0.267
202002,CLIENTES PEQUEÑOS,A11,0.3567
202002,CLIENTES PEQUEÑOS,A14,0.4591
202002,CLIENTES PEQUEÑOS,A15,0.227
202002,CLIENTES PEQUEÑOS,A16,0.1275
202002,CLIENTES PEQUEÑOS,A17,0.2326
202002,CLIENTES PEQUEÑOS,A18,0.2186
202002,CLIENTES PEQUEÑOS,A19,0.2942
202002,CLIENTES PEQUEÑOS,A20,0.3614
202002,CLIENTES PEQUEÑOS,A21,0.2693
202002,CLIENTES PEQUEÑOS,A22,0.1965
202002,CLIENTES PEQUEÑOS,A23,0.3716
202002,CLIENTES PEQUEÑOS,A25,0.525
202003,CLIENTES GRANDES,A1,0.2715
202003,CLIENTES GRANDES,A2,0.4055
202003,CLIENTES GRANDES,A3,0.175
202003,CLIENTES GRANDES,A4,0.2596
202003,CLIENTES GRANDES,A5,0.2896
202003,CLIENTES GRANDES,A6,0.2236
202003,CLIENTES GRANDES,A7,0.3147
202003,CLIENTES GRANDES,A8,0.2497
202003,CLIENTES GRANDES,A9,0.1915
202003,CLIENTES GRANDES,A10,0.2409
202003,CLIENTES GRANDES,A11,0.4224
202003,CLIENTES GRANDES,A12,0.2527
202003,CLIENTES GRANDES,A13,0.2289
202003,CLIENTES GRANDES,A14,0.4991
202003,CLIENTES GRANDES,A15,0.1874
202003,CLIENTES GRANDES,A16,0.121
202003,CLIENTES GRANDES,A17,0.2327
202003,CLIENTES GRANDES,A18,0.2203
202003,CLIENTES GRANDES,A19,0.2825
202003,CLIENTES GRANDES,A20,0.3324
202003,CLIENTES GRANDES,A21,0.2366
202003,CLIENTES GRANDES,A22,0.1711
202003,CLIENTES GRANDES,A23,0.4
202003,CLIENTES GRANDES,A24,0.391
202003,CLIENTES GRANDES,A26,0.3406
202003,CLIENTES GRANDES,A25,0.5097
202003,CLIENTES PEQUEÑOS,A1,0.2715
202003,CLIENTES PEQUEÑOS,A2,0.4055
202003,CLIENTES PEQUEÑOS,A3,0.175
202003,CLIENTES PEQUEÑOS,A4,0.2596
202003,CLIENTES PEQUEÑOS,A5,0.2896
202003,CLIENTES PEQUEÑOS,A6,0.2236
202003,CLIENTES PEQUEÑOS,A7,0.3147
202003,CLIENTES PEQUEÑOS,A8,0.2497
202003,CLIENTES PEQUEÑOS,A9,0.1915
202003,CLIENTES PEQUEÑOS,A10,0.2409
202003,CLIENTES PEQUEÑOS,A11,0.4224
202003,CLIENTES PEQUEÑOS,A14,0.4991
202003,CLIENTES PEQUEÑOS,A15,0.1874
202003,CLIENTES PEQUEÑOS,A16,0.121
202003,CLIENTES PEQUEÑOS,A17,0.2327
202003,CLIENTES PEQUEÑOS,A18,0.2203
202003,CLIENTES PEQUEÑOS,A19,0.2825
202003,CLIENTES PEQUEÑOS,A20,0.3324
202003,CLIENTES PEQUEÑOS,A21,0.2366
202003,CLIENTES PEQUEÑOS,A22,0.1711
202003,CLIENTES PEQUEÑOS,A23,0.4
202003,CLIENTES PEQUEÑOS,A25,0.5097
202004,CLIENTES GRANDES,A1,0.2578
202004,CLIENTES GRANDES,A2,0.5127
202004,CLIENTES GRANDES,A3,0.1848
202004,CLIENTES GRANDES,A4,0.3935
202004,CLIENTES GRANDES,A5,0.2931
202004,CLIENTES GRANDES,A6,0.216
202004,CLIENTES GRANDES,A7,0.3074
202004,CLIENTES GRANDES,A8,0.2524
202004,CLIENTES GRANDES,A9,0.2971
202004,CLIENTES GRANDES,A10,0.2853
202004,CLIENTES GRANDES,A11,0.3949
202004,CLIENTES GRANDES,A12,0.1971
202004,CLIENTES GRANDES,A13,0.2426
202004,CLIENTES GRANDES,A14,0.5194
202004,CLIENTES GRANDES,A15,0.2265
202004,CLIENTES GRANDES,A16,0.1632
202004,CLIENTES GRANDES,A17,0.2312
202004,CLIENTES GRANDES,A18,0.2727
202004,CLIENTES GRANDES,A19,0.378
202004,CLIENTES GRANDES,A20,0.4431
202004,CLIENTES GRANDES,A21,0.3312
202004,CLIENTES GRANDES,A22,0.2045
202004,CLIENTES GRANDES,A23,0.4728
202004,CLIENTES GRANDES,A24,0.3913
202004,CLIENTES GRANDES,A26,0.3798
202004,CLIENTES GRANDES,A25,0.3863
202004,CLIENTES PEQUEÑOS,A1,0.2578
202004,CLIENTES PEQUEÑOS,A2,0.5127
202004,CLIENTES PEQUEÑOS,A3,0.1848
202004,CLIENTES PEQUEÑOS,A4,0.3935
202004,CLIENTES PEQUEÑOS,A5,0.2931
202004,CLIENTES PEQUEÑOS,A6,0.216
202004,CLIENTES PEQUEÑOS,A7,0.3074
202004,CLIENTES PEQUEÑOS,A8,0.2524
202004,CLIENTES PEQUEÑOS,A9,0.2971
202004,CLIENTES PEQUEÑOS,A10,0.2853
202004,CLIENTES PEQUEÑOS,A11,0.3949
202004,CLIENTES PEQUEÑOS,A14,0.5194
202004,CLIENTES PEQUEÑOS,A15,0.2265
202004,CLIENTES PEQUEÑOS,A16,0.1632
202004,CLIENTES PEQUEÑOS,A17,0.2312
202004,CLIENTES PEQUEÑOS,A18,0.2727
202004,CLIENTES PEQUEÑOS,A19,0.378
202004,CLIENTES PEQUEÑOS,A20,0.4431
202004,CLIENTES PEQUEÑOS,A21,0.3312
202004,CLIENTES PEQUEÑOS,A22,0.2045
202004,CLIENTES PEQUEÑOS,A23,0.4728
202004,CLIENTES PEQUEÑOS,A25,0.3863
202005,CLIENTES GRANDES,A1,0.2566
202005,CLIENTES GRANDES,A2,0.3424
202005,CLIENTES GRANDES,A3,0.1667
202005,CLIENTES GRANDES,A4,0.2687
202005,CLIENTES GRANDES,A5,0.2484
202005,CLIENTES GRANDES,A6,0.2236
202005,CLIENTES GRANDES,A7,0.2308
202005,CLIENTES GRANDES,A8,0.2906
202005,CLIENTES GRANDES,A9,0.3081
202005,CLIENTES GRANDES,A10,0.267
202005,CLIENTES GRANDES,A11,0.3567
202005,CLIENTES GRANDES,A12,0.215
202005,CLIENTES GRANDES,A13,0.221
202005,CLIENTES GRANDES,A14,0.4591
202005,CLIENTES GRANDES,A15,0.227
202005,CLIENTES GRANDES,A16,0.1275
202005,CLIENTES GRANDES,A17,0.2326
202005,CLIENTES GRANDES,A18,0.2186
202005,CLIENTES GRANDES,A19,0.2942
202005,CLIENTES GRANDES,A20,0.3614
202005,CLIENTES GRANDES,A21,0.2693
202005,CLIENTES GRANDES,A22,0.1965
202005,CLIENTES GRANDES,A23,0.3716
202005,CLIENTES GRANDES,A24,0.426
202005,CLIENTES GRANDES,A26,0.2606
202005,CLIENTES GRANDES,A25,0.525
202005,CLIENTES PEQUEÑOS,A1,0.2566
202005,CLIENTES PEQUEÑOS,A2,0.3424
202005,CLIENTES PEQUEÑOS,A3,0.1667
202005,CLIENTES PEQUEÑOS,A4,0.2687
202005,CLIENTES PEQUEÑOS,A5,0.2484
202005,CLIENTES PEQUEÑOS,A6,0.2236
202005,CLIENTES PEQUEÑOS,A7,0.2308
202005,CLIENTES PEQUEÑOS,A8,0.2906
202005,CLIENTES PEQUEÑOS,A9,0.3081
202005,CLIENTES PEQUEÑOS,A10,0.267
202005,CLIENTES PEQUEÑOS,A11,0.3567
202005,CLIENTES PEQUEÑOS,A14,0.4591
202005,CLIENTES PEQUEÑOS,A15,0.227
202005,CLIENTES PEQUEÑOS,A16,0.1275
202005,CLIENTES PEQUEÑOS,A17,0.2326
202005,CLIENTES PEQUEÑOS,A18,0.2186
202005,CLIENTES PEQUEÑOS,A19,0.2942
202005,CLIENTES PEQUEÑOS,A20,0.3614
202005,CLIENTES PEQUEÑOS,A21,0.2693
202005,CLIENTES PEQUEÑOS,A22,0.1965
202005,CLIENTES PEQUEÑOS,A23,0.3716
202005,CLIENTES PEQUEÑOS,A25,0.525
202006,CLIENTES GRANDES,A1,0.2715
202006,CLIENTES GRANDES,A2,0.4055
202006,CLIENTES GRANDES,A3,0.175
202006,CLIENTES GRANDES,A4,0.2596
202006,CLIENTES GRANDES,A5,0.2896
202006,CLIENTES GRANDES,A6,0.2236
202006,CLIENTES GRANDES,A7,0.3147
202006,CLIENTES GRANDES,A8,0.2497
202006,CLIENTES GRANDES,A9,0.1915
202006,CLIENTES GRANDES,A10,0.2409
202006,CLIENTES GRANDES,A11,0.4224
202006,CLIENTES GRANDES,A12,0.2527
202006,CLIENTES GRANDES,A13,0.2289
202006,CLIENTES GRANDES,A14,0.4991
202006,CLIENTES GRANDES,A15,0.1874
202006,CLIENTES GRANDES,A16,0.121
202006,CLIENTES GRANDES,A17,0.2327
202006,CLIENTES GRANDES,A18,0.2203
202006,CLIENTES GRANDES,A19,0.2825
202006,CLIENTES GRANDES,A20,0.3324
202006,CLIENTES GRANDES,A21,0.2366
202006,CLIENTES GRANDES,A22,0.1711
202006,CLIENTES GRANDES,A23,0.4
202006,CLIENTES GRANDES,A24,0.391
202006,CLIENTES GRANDES,A26,0.3406
202006,CLIENTES GRANDES,A25,0.5097
202006,CLIENTES PEQUEÑOS,A1,0.2715
202006,CLIENTES PEQUEÑOS,A2,0.4055
202006,CLIENTES PEQUEÑOS,A3,0.175
202006,CLIENTES PEQUEÑOS,A4,0.2596
202006,CLIENTES PEQUEÑOS,A5,0.2896
202006,CLIENTES PEQUEÑOS,A6,0.2236
202006,CLIENTES PEQUEÑOS,A7,0.3147
202006,CLIENTES PEQUEÑOS,A8,0.2497
202006,CLIENTES PEQUEÑOS,A9,0.1915
202006,CLIENTES PEQUEÑOS,A10,0.2409
202006,CLIENTES PEQUEÑOS,A11,0.4224
202006,CLIENTES PEQUEÑOS,A14,0.4991
202006,CLIENTES PEQUEÑOS,A15,0.1874
202006,CLIENTES PEQUEÑOS,A16,0.121
202006,CLIENTES PEQUEÑOS,A17,0.2327
202006,CLIENTES PEQUEÑOS,A18,0.2203
202006,CLIENTES PEQUEÑOS,A19,0.2825
202006,CLIENTES PEQUEÑOS,A20,0.3324
202006,CLIENTES PEQUEÑOS,A21,0.2366
202006,CLIENTES PEQUEÑOS,A22,0.1711
202006,CLIENTES PEQUEÑOS,A23,0.4
202006,CLIENTES PEQUEÑOS,A25,0.5097
